reviewer_name,reviewer_rating,reviewer_date,language,reviewer_review,reviewer_ContributorLevel,reviewer_HelpfulVotes,SentimentScore,KeyPhrases
Mattiaquatrav,ui_bubble_rating bubble_30,Date of experience: December 2018,en,Was really cold walking up to the castle. Could feel my ears at a certain point was -13 deg. From the outside the castle looked astonishing and enormous. When we went in the architecture wood was marvelous. Was disappointed cause such a huge castle and only 10 rooms to see after such a walk,Level 3 Contributor,1 Helpful vote,0.2086283863,"huge castle, rooms, disappointed cause, ears, certain point, architecture wood, cold walking"
CandyMckibbin,ui_bubble_rating bubble_50,Date of experience: October 2018,en,"This Castle is a must visit, the views are incredible! The King's man cave was one of my favourite ""rooms""in the castle. I loved the fairytale element and closeness to nature!",Level 4 Contributor,1 Helpful vote,0.9717793465,"Castle, favourite, fairytale element, closeness, nature, ""Kings man cave"", rooms, views"
stgrg,ui_bubble_rating bubble_40,Date of experience: December 2018,en,It is a nice place to visit ... A traditional king's castle with plenty of fine rooms and treasures..! I don't believe it is value for money.. i think the guided tour is poor! The tour lady didn't speak so good and made it difficult to understand what she was saying... The environment is great and walkink in the forest to visit the castle is great!,Level 6 Contributor,65 Helpful votes,0.8953709602,"guided tour, tour lady, ""traditional kings castle"", fine rooms, forest, walkink, nice place, treasures, environment, value, money"
JPMMJM,ui_bubble_rating bubble_40,Date of experience: October 2018,en,"We walked slowly up to the castle and walked down as well. There are also many steps on the castle tour itself. If you have knee issues, you should really consider the bus up and the carriage ride down. The views along the way and at the top are really magnificent. Enjoyed the tour of the castle, but make sure to take time to tour the kitchen areas on the lower levels as your depart.",Level 6 Contributor,48 Helpful votes,0.8097271323,"castle tour, kitchen areas, time, lower levels, bus, carriage ride, steps, knee issues, views, way"
Pitt-Duq,ui_bubble_rating bubble_40,Date of experience: December 2018,en,"This is a magnificent site. A must see if you are in the area. However, December is probably not the best time to visit. If the buses are not running between the visitor center and the castle, is can be a cold 45 minute walk. I was a little disappointed in the tour - it was a bit short for the price. The walkway to the picture vantage point was closed, so we did not get the great pictures that would can get in the better weather. However, the crowds were light.",Level 6 Contributor,48 Helpful votes,0.2169190347,"tour, castle, walkway, picture vantage point, visitor center, minute walk, magnificent site, best time, great pictures, better weather, crowds, light, price, buses, area"
Cristina S,ui_bubble_rating bubble_50,Date of experience: September 2018,en,"beautiful castle and visit well organized . Possibility, in the same day to visit this Castle and the other (Hohenschwangau Castle) very close to the Neuschwanstein Castle. Suggestion: to arrive early in the morning to the ticket office to avoid to wait longer in line.",Level 3 Contributor,1 Helpful vote,0.8167924881,"Hohenschwangau Castle, Neuschwanstein Castle, beautiful castle, morning, ticket office, day, Possibility, Suggestion, line"
BenGenn,ui_bubble_rating bubble_50,Date of experience: January 2018,en,"There are not the words to describe the beauty of this castle, an unforgettable place, the memories of which will stay with me the rest of my life. Do not miss this!",Level 6 Contributor,92 Helpful votes,0.8995707035,"unforgettable place, beauty, castle, memories, rest, life, words"
Limam2015,ui_bubble_rating bubble_50,Date of experience: November 2018,en,"I did a day trip here from Munich. We were lucky we went at this time of year because sometimes the bridge opposite the castle can be closed due to weather or maintenance. It was amazing to stand on the bridge and see the castle from the other side. A very impressive photo opportunity. Once we got to the castle we had a wonderful guide, but I can't recall her name. She was very knowledgable and spoke very well into the microphone so we could all hear on the audioguides. It's a fairly quick walk through, about 25 minutes as the inside hasn't fully been completed, if you know your history you'll know why. No photos are allowed inside but many opportunities outside. The little town below is also very quaint and there's a few options for lunch or a quick bite. The only thing that was annoying was that the buses to go to the top are quite infrequent and when they come all the passengers are jam packed like sardines. You do have the option to walk but it is a steep incline and about 40 mins. Aside from that I'm so glad I went and got to tick it off my bucket list.",Level 2 Contributor,9 Helpful votes,0.7754496932,"castle, bridge, quick walk, inside, quick bite, options, lunch, minutes, time of year, day trip, Munich, impressive photo opportunity, steep incline, mins, little town, weather, wonderful guide, photos, opportunities, passengers, sardines, bucket list, thing, buses, maintenance, microphone, audioguides, history"
Owen W,ui_bubble_rating bubble_50,Date of experience: June 2018,en,"Has to be seen to be belived,floats in the sky. good parking for cars and buses, travelled there on a motorbike.june 2017.",Level 2 Contributor,2 Helpful votes,0.2368353009,"buses, good parking, cars, floats, sky, motorbike"
CommonGroundTraveler,ui_bubble_rating bubble_50,Date of experience: November 2018,en,"We spent the night in Fussen before visiting Neuschwanstein and I recommend doing the same. This way you can get to the castle before the crowds arrive from Munich. Make sure you book your ticket time ahead of time online as soon as you know when you will be going to the castle. This way you can skip the line when arriving to pick up your tickets. If you drive there is lots of parking all around the castle. I recommend taking either the horse drawn carriage or the bus up to the castle and then walking down. It is a steep walk up. Make sure to explore around the castle before or after your timed entrance- walk out to Mary's Bridge for a good view. Keep in mind you MUST enter when the time on your ticket states, if you miss your time you will be out of luck. The tour is only about 35-45 minutes long. Not much of the castle was ever complete but what you do see is beautiful.",Level 6 Contributor,37 Helpful votes,0.5,"castle, ticket time, way, ticket states, steep walk, ""Marys Bridge"", timed entrance, good view, bus, night, Fussen, Neuschwanstein, horse, carriage, crowds, Munich, line, mind, luck, minutes, parking, tickets, tour"
